the,4259
to,4166
of,3686
and,3445
her,2510
a,2099
in,1984
i,1921
was,1844
it,1712
she,1570
that,1363
be,1303
for,1256
not,1255
as,1222
you,1219
he,1082
with,1031
his,1015
had,993
at,846
have,821
but,800
is,771
by,765
on,701
all,665
so,634
him,632
elinor,616
my,613
which,596
could,573
no,557
from,552
mrs,525
would,514
they,510
very,498
their,496
marianne,488
this,477
them,461
were,440
been,438
what,428
any,427
me,422
or,420
more,403
your,387
said,387
every,373
than,363
will,360
such,359
an,345
do,334
one,317
if,309
when,301
must,292
only,288
much,287
own,269
who,267
are,252
herself,249
did,240
should,238
time,237
am,235
there,231
now,230
know,228
dashwood,224
how,221
we,221
might,215
can,214
sister,213
though,213
some,213
has,213
edward,210
well,209
miss,209
think,205
after,202
mother,201
before,198
jennings,198
other,197
may,189
never,186
thing,184
without,182
too,181
nothing,180
mr,178
soon,178
willoughby,176
see,174
ever,167
being,165
colonel,163
out,162
first,160
say,158
most,157
little,156
lucy,156
however,154
about,152
two,150
house,148
then,148
great,147
john,147
good,145
make,142
again,140
its,139
day,138
lady,137
made,137
give,130
sure,130
shall,129
even,125
heart,123
always,123
sir,118
thought,116
brandon,116
into,115
dear,115
man,114
away,113
himself,111
up,111
saw,111
while,109
ferrars,109
felt,104
last,103
long,103
young,103
many,101
same,101
enough,100
still,99
replied,99
myself,99
upon,99
left,98
over,98
come,98
go,98
mind,97
happy,97
room,97
less,96
both,95
where,94
kind,94
therefore,93
cannot,93
quite,92
seemed,91
indeed,90
believe,90
world,89
us,89
barton,89
came,89
project,88
tell,88
almost,87
hope,87
middleton,87
moment,85
cried,85
really,84
town,84
present,83
nor,83
family,82
till,82
place,80
perhaps,80
few,80
morning,80
like,79
affection,78
our,78
heard,78
better,77
down,76
love,75
another,75
letter,75
way,74
rather,74
yet,74
found,74
feelings,72
marianne's,72
once,72
wish,72
gave,71
something,71
together,71
immediately,71
person,70
done,70
hear,70
whom,69
brother,69
subject,69
home,68
far,68
between,68
least,68
spirits,68
look,68
just,68
told,68
pleasure,66
whole,66
against,66
these,66
feel,65
towards,65
hardly,65
woman,64
poor,64
because,64
within,63
behaviour,63
happiness,63
engagement,63
palmer,63
opinion,62
acquaintance,62
three,62
visit,62
knew,61
elinor's,61
since,61
looked,61
friends,61
comfort,60
certainly,60
cottage,60
others,60
known,59
general,58
leave,58
having,58
going,58
each,58
brought,58
speak,58
under,57
life,57
attention,57
off,57
work,57
manner,56
people,56
oh,56
end,56
here,56
does,56
seen,56
short,56
gutenberg-tm,56
half,55
yes,55
eyes,55
continued,55
find,55
wished,54
situation,54
suppose,54
side,54
norland,53
rest,53
given,53
sister's,53
reason,53
returned,52
part,52
often,52
park,51
longer,51
took,51
next,51
chapter,50
married,50
voice,50
friend,50
those,49
already,49
possible,49
farther,49
regard,49
party,49
body,49
passed,49
went,49
particular,48
word,48
evening,48
years,47
thousand,47
whose,47
why,47
street,47
days,46
sisters,46
mother's,46
determined,46
beyond,46
business,46
able,46
matter,46
minutes,46
obliged,46
old,45
neither,45
take,45
doubt,45
received,44
marriage,44
power,44
return,44
name,44
else,44
glad,44
interest,43
perfectly,43
called,43
edward's,43
account,43
directly,43
full,43
put,43
wife,42
kindness,42
whether,42
entirely,42
added,41
fanny,41
began,41
seeing,41
pounds,40
means,40
equally,40
want,40
carriage,40
set,40
engaged,40
surprise,40
talk,40
four,39
conversation,39
entered,39
through,39
back,39
saying,39
hand,39
greater,38
whatever,38
expected,38
real,38
point,38
hours,38
steele,38
spent,37
fortune,37
coming,37
child,37
themselves,37
husband,37
giving,37
mean,37
satisfaction,37
yourself,37
sat,37
sense,36
use,36
settled,36
live,36
conduct,36
daughter,36
dare,36
year,36
impossible,36
open,36
wonder,36
object,36
ask,36
door,36
jennings's,36
works,36
right,35
arrival,35
dashwoods,35
spite,35
either,35
ought,35
silent,35
call,35
particularly,35
head,35
pretty,35
willoughby's,35
girl,34
appeared,34
new,34
manners,34
spoke,34
ready,34
country,34
london,34
terms,33
children,33
attachment,33
deal,33
answer,33
gone,33
case,33
keep,33
months,33
character,33
ladies,33
night,33
sorry,33
week,33
care,33
afterwards,32
sake,32
living,32
margaret,32
invitation,32
different,32
certain,32
assure,32
pleased,32
talked,32
near,32
silence,32
ma'am,32
small,31
common,31
fancy,31
convinced,31
course,31
get,31
alone,31
state,31
instantly,31
hour,31
confidence,31
gutenberg,30
happened,30
wishes,30
former,30
comfortable,30
opportunity,30
stay,30
judgment,30
future,30
natural,30
wanted,30
believed,30
son,29
notice,29
taken,29
company,29
easily,29
circumstances,29
kept,29
necessary,29
anxious,29
change,29
usual,29
walked,29
remained,28
strong,28
knowledge,28
resolved,28
money,28
marry,28
five,28
doing,28
greatest,28
countenance,28
words,28
likely,28
sometimes,28
misery,28
repeated,28
appearance,28
steeles,28
robert,28
produced,27
daughters,27
occasion,27
concern,27
exactly,27
considered,27
let,27
anything,27
expect,27
question,27
turned,27
allow,27
truth,27
understand,27
favour,27
taste,27
hearing,27
round,27
past,27
got,27
affair,27
suffered,27
lord,27
electronic,27
large,26
gentleman,26
handsome,26
expectation,26
talking,26
best,26
acquainted,26
assured,26
mama,26
exceedingly,26
declared,26
resolution,26
surprised,26
fear,26
foundation,26
lucy's,26
likewise,25
read,25
immediate,25
latter,25
advantage,25
otherwise,25
fine,25
feeling,25
appear,25
satisfied,25
met,25
pain,25
event,25
information,25
delaford,25
bed,25
late,24
ten,24
father,24
desire,24
favourite,24
proper,24
delight,24
supposed,24
answered,24
scarcely,24
seems,24
face,24
agreeable,24
devonshire,24
curiosity,24
joy,24
thoughts,24
dinner,24
brandon's,24
taking,24
low,24
distress,24
forced,24
don't,24
cleveland,24
society,23
disappointment,23
earnest,23
nature,23
easy,23
income,23
knowing,23
worth,23
serious,23
prevent,23
idea,23
things,23
weeks,23
smile,23
meet,23
afraid,23
painful,23
formed,23
effect,23
tears,23
reached,23
share,23
table,23
unfortunate,23
probably,23
making,23
meeting,23
constant,22
merely,22
sent,22
danger,22
consider,22
promise,22
affectionate,22
plan,22
regret,22
address,22
respect,22
help,22
journey,22
asked,22
bear,22
fixed,22
thus,22
used,22
dashwood's,21
temper,21
cold,21
fond,21
equal,21
avoid,21
disposition,21
hundred,21
true,21
strange,21
melancholy,21
conviction,21
tried,21
view,21
window,21
beauty,21
wrong,21
among,21
leaving,21
ill,21
wait,21
eldest,20
eager,20
exertion,20
looking,20
forth,20
emotion,20
early,20
men,20
forward,20
admiration,20
remember,20
times,20
enjoyment,20
speaking,20
mistaken,20
friendship,20
inquiry,20
letters,20
smallest,20
agreement,20
walk,20
sitting,20
above,20
delighted,20
seem,20
chance,20
soul,20
second,20
public,20
lost,20
estate,19
lived,19
age,19
loss,19
receive,19
meant,19
arrived,19
required,19
difference,19
circumstance,19
except,19
staying,19
none,19
united,19
indifference,19
form,19
especially,19
hoped,19
discourse,19
stairs,19
weather,19
connection,19
unhappy,19
servant,19
liberty,19
companion,18
led,18
need,18
paid,18
style,18
breakfast,18
support,18
esteem,18
music,18
pity,18
praise,18
delightful,18
attended,18
consequence,18
particulars,18
difficulty,18
become,18
entrance,18
elegance,18
middletons,18
unable,18
hopes,18
eye,18
alarm,18
anxiety,18
mentioned,18
allenham,18
secret,18
honour,18
joined,18
compassion,18
thinking,18
purpose,18
tenderness,18
necessity,18
charlotte,18
considerable,17
capable,17
amiable,17
understanding,17
quiet,17
hers,17
parties,17
spirit,17
mine,17
sight,17
became,17
ease,17
intelligence,17
composure,17
calmness,17
simple,17
warmth,17
attempt,17
inclination,17
difficulties,17
calm,17
written,17
removed,17
behind,17
recollection,17
welcome,17
cousins,17
followed,17
bring,17
air,17
allowed,17
disappointed,17
hair,17
writing,17
charming,17
relief,17
looks,17
hands,17
astonishment,17
agitation,17
berkeley,17
alteration,16
cheerfulness,16
girls,16
a-year,16
quitted,16
civility,16
carried,16
whenever,16
aware,16
twice,16
gratitude,16
several,16
persuaded,16
rich,16
loved,16
overcome,16
turn,16
grave,16
express,16
observation,16
worse,16
excuse,16
moments,16
cause,16
ferrars's,16
john's,16
laughed,16
influence,16
declare,16
nobody,16
pause,16
pray,16
write,16
smith,16
relations,16
harley,16
license,15
engage,15
increased,15
charge,15
gained,15
prospect,15
highly,15
interesting,15
affliction,15
afford,15
itself,15
assistance,15
altogether,15
imagine,15
pleasant,15
violent,15
fire,15
unwilling,15
civil,15
mutual,15
disposed,15
delay,15
offer,15
suffering,15
exeter,15
match,15
middleton's,15
supported,15
smart,15
indifferent,15
observed,15
finding,15
prevented,15
tomorrow,15
during,15
presence,15
agree,15
lately,15
turning,15
note,15
combe,15
trust,15
please,15
expressed,15
utmost,15
donations,15
sensibility,14
copy,14
due,14
respectable,14
invited,14
seven,14
selfish,14
propriety,14
inconvenience,14
frequently,14
everything,14
treated,14
secure,14
politeness,14
opinions,14
justice,14
perceive,14
knows,14
folly,14
wishing,14
encouragement,14
mention,14
expense,14
relation,14
understood,14
explanation,14
six,14
suffer,14
drew,14
rose,14
twenty,14
engagements,14
marrying,14
yesterday,14
heavy,14
eagerly,14
news,14
ago,14
amusement,14
importance,14
spoken,14
proof,14
receiving,14
suspicion,14
creature,14
sit,14
fresh,14
duty,14
free,14
morton,14
states,14
intended,13
degree,13
important,13
remaining,13
assurance,13
leisure,13
sending,13
offence,13
earnestly,13
sensible,13
reflection,13
consolation,13
pressed,13
dreadful,13
assist,13
parted,13
consent,13
trouble,13
says,13
merit,13
occurred,13
approbation,13
persuasion,13
expression,13
calling,13
astonished,13
reasonable,13
evil,13
comparison,13
remain,13
solicitude,13
continual,13
vanity,13
hold,13
thirty,13
extremely,13
laugh,13
confess,13
employment,13
aye,13
sweet,13
opposition,13
recovered,13
naturally,13
concerned,13
walking,13
yours,13
grateful,13
following,13
orders,13
won't,13
returning,13
feared,13
instead,13
drawing-room,13
conscience,13
proved,13
paragraph,13
copyright,13
literary,13
archive,13
affections,12
uncle,12
cheerful,12
lay,12
illness,12
promised,12
increase,12
besides,12
spare,12
excellent,12
resemblance,12
related,12
restored,12
material,12
consideration,12
unnecessary,12
informed,12
couple,12
acknowledged,12
superior,12
private,12
warm,12
probability,12
fact,12
enter,12
beautiful,12
drawn,12
smiling,12
length,12
warmly,12
imagination,12
lively,12
perceived,12
greatly,12
burst,12
wrote,12
distance,12
hastily,12
possession,12
hills,12
waiting,12
bringing,12
procured,12
prepared,12
finished,12
censure,12
fortnight,12
suddenly,12
raised,12
join,12
intimate,12
dislike,12
heartily,12
sincere,12
suspect,12
ignorance,12
send,12
placed,12
tea,12
angry,12
fell,12
bad,12
dance,12
acknowledge,12
minute,12
forgot,12
beginning,12
moment's,12
palmer's,12
communication,12
health,12
consciousness,12
ebook,11
property,11
provided,11
recommended,11
sooner,11
eagerness,11
imprudence,11
grief,11
sorrow,11
mistress,11
request,11
horses,11
spend,11
raise,11
inquiries,11
pleasing,11
contrary,11
objects,11
ideas,11
striking,11
evident,11
drawing,11
picture,11
happen,11
attempted,11
sudden,11
removal,11
garden,11
cousin,11
objection,11
concluded,11
interested,11
number,11
stand,11
design,11
valley,11
thoroughly,11
wondered,11
gay,11
colonel's,11
active,11
meaning,11
employed,11
rain,11
caught,11
hurried,11
parlour,11
fellow,11
colour,11
o'clock,11
force,11
reproach,11
spared,11
openly,11
attend,11
judged,11
profession,11
uncertain,11
probable,11
variety,11
secrecy,11
attached,11
tone,11
broken,11
accept,11
exclaimed,11
stopped,11
magna,11
dared,11
monstrous,11
wretched,11
injured,11
forget,11
language,10
reasonably,10
sum,10
including,10
act,10
tender,10
advice,10
generally,10
learn,10
wholly,10
visitors,10
anybody,10
neighbourhood,10
settle,10
parting,10
one's,10
fifty,10
pay,10
readily,10
absolutely,10
ceased,10
brother's,10
partiality,10
education,10
miles,10
choice,10
direct,10
mistake,10
thrown,10
stood,10
high,10
indignation,10
attending,10
post,10
offered,10
explained,10
service,10
sigh,10
waited,10
determine,10
agreed,10
along,10
direction,10
depend,10
admire,10
safe,10
uncomfortable,10
assurances,10
fears,10
seated,10
eight,10
remembrance,10
notion,10
endeavouring,10
effort,10
justify,10
lips,10
sentence,10
opened,10
thank,10
nearly,10
speech,10
apology,10
urged,10
fortitude,10
sunk,10
delicacy,10
reply,10
third,10
forgiven,10
forgive,10
absence,10
oxford,10
hurt,10
lucky,10
beau,10
deceived,10
miserable,10
card,10
borne,10
watched,10
fancied,10
trademark,10
access,10
refund,10
cost,9
sussex,9
advanced,9
death,9
produce,9
twelvemonth,9
abilities,9
condition,9
accepted,9
observe,9
servants,9
unpleasant,9
undoubtedly,9
expenses,9
women,9
described,9
furniture,9
moved,9
intentions,9
impatient,9
believing,9
introduced,9
intimacy,9
depended,9
reserve,9
merits,9
separation,9
frequent,9
lover,9
satisfy,9
books,9
draw,9
matters,9
dearest,9
concealed,9
sentiments,9
ashamed,9
laughing,9
behaved,9
result,9
distant,9
sufficient,9
quit,9
around,9
arose,9
village,9
dine,9
confined,9
abroad,9
desirous,9
encouraging,9
dull,9
clear,9
submit,9
convince,9
slight,9
extraordinary,9
amazement,9
unfortunately,9
ran,9
chair,9
story,9
sort,9
today,9
catching,9
ay,9
complexion,9
softened,9
light,9
lock,9
credit,9
sincerely,9
guess,9
humour,9
shocking,9
sides,9
listened,9
conscious,9
bestow,9
plainly,9
uneasiness,9
actions,9
telling,9
resist,9
odd,9
sleep,9
motive,9
ended,9
laid,9
struck,9
fix,9
can't,9
beg,9
pardon,9
proud,9
attempting,9
close,9
parsonage,9
single,8
supply,8
proceeded,8
existence,8
secured,8
improvement,8
strength,8
mother-in-law,8
affected,8
rendered,8
unless,8
addition,8
reflect,8
prudent,8
excess,8
agony,8
seeking,8
similar,8
fair,8
earnestness,8
continuance,8
approve,8
claim,8
amongst,8
comes,8
getting,8
belonging,8
remove,8
prudence,8
doubted,8
alike,8
figure,8
concerns,8
domestic,8
unlike,8
established,8
gain,8
reading,8
seat,8
elegant,8
nay,8
offended,8
commendation,8
venture,8
delicate,8
started,8
explain,8
deny,8
stronger,8
marked,8
shew,8
totally,8
performance,8
hard,8
